会社名,組織体系区分,組織体系パターン,,組織体系改定日付,階層,,上位部門,,上位部門階層番号,部門コード,部門適用日付,部門終了日付　,部門名,部門名（略）,部門名（カナ）,部門名（英字）,代表計上部門,,計上区分,部門採番コード,部門所在地,,ＴＥＬ,ＦＡＸ,ＴＥＬ（国際表記）,ＦＡＸ（国際表記）,編集状態,移管先部門,,郵便番号,住所１,住所２,ＺＩＰコード,住所１（英字）,住所２（英字）,部門表示順序,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,2087,【不】東京南居宅支援,3 ,208715,2014/10/1,9999/12/31,【使用不可】城南グループ,【不】城南グループ,ｼﾞｮｳﾅﾝｸﾞﾙｰﾌﾟ,,,,その他,,,,,,,,既存,,,,,,,,,001012008002000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,208715,【不】城南グループ,4 ,20100502,2014/10/1,9999/12/31,【使用不可】城南統括（介護支援）,【不】城南(支),ｼﾞｮｳﾅﾝﾄｳｶﾂ(ｶｲｺﾞｼｴﾝ),,,,間接部門,,,,,,,,既存,,,,,,,,,001012008002001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,2087,【不】東京南居宅支援,3 ,208720,2014/10/1,9999/12/31,【使用不可】世田谷グループ,【不】世田谷グループ,ｾﾀｶﾞﾔｸﾞﾙｰﾌﾟ,,,,その他,,,,,,,,既存,,,,,,,,,001012008003000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,208720,【不】世田谷グループ,4 ,20150502,2014/10/1,9999/12/31,【使用不可】世田谷統括（介護支援）,【不】世田谷(支),ｾﾀｶﾞﾔﾄｳｶﾂ(ｶｲｺﾞｼｴﾝ),,,,間接部門,,,,,,,,既存,,,,,,,,,001012008003001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,208720,【不】世田谷グループ,4 ,20155020,2014/10/1,9999/12/31,【使用不可】玉川居宅介護支援部門,【不】玉川居宅介護支,ﾀﾏｶﾞﾜｶｲｺﾞｼｴﾝｶｱ,,,,直接部門,,,,,,,,既存,,,,,,,,,001012008003005000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,2087,【不】東京南居宅支援,3 ,208750,2017/8/1,9999/12/31,【使用不可】笹塚介護支援課準備室,【不】笹塚支援準備室,ｻｻﾂﾞｶｶｲｺﾞｼｴﾝｶｼﾞｭﾝﾋﾞｼﾂ,,,,その他,,,,,,,,既存,,,,,,,,,001012008018000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,208750,【不】笹塚支援準備室,4 ,20875010,2017/8/1,9999/12/31,【使用不可】笹塚介護支援課準備室,【不】笹塚支援準備室,ｻｻﾂﾞｶｶｲｺﾞｼｴﾝｶｼﾞｭﾝﾋﾞｼﾂ,,,,直接部門,,,,,,,,既存,,,,,,,,,001012008018001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,3 ,本　部,05,【不】東京南支部,2 ,2090,2014/10/1,9999/12/31,【使用不可】東京南支部通所介護事業部,【不】東京南通所介護,ﾄｳｷｮｳﾐﾅﾐﾂｳｼｮｶｲｺﾞｼﾞｷﾞｮｳﾌﾞ,,,,その他,,,,,,,,既存,,,,,,,,,001012009000000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,2090,【不】東京南通所介護,3 ,209030,2014/10/1,9999/12/31,【使用不可】東京南通所統括課,【不】東京南通所統括,ﾄｳｷｮｳﾂｳｼｮﾄｳｶﾂｶ,,,,その他,,,,,,,,既存,,,,,,,,,001012009001000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,209030,【不】東京南通所統括,4 ,20903060,2014/10/1,9999/12/31,【使用不可】東京南通所統括課,【不】東京南通所統括,ﾄｳｷｮｳﾂｳｼｮﾄｳｶﾂｶ,,,,その他,,,,,,,,既存,,,,,,,,,001012009001010000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,2090,【不】東京南通所介護,3 ,208370,2016/9/1,9999/12/31,【使用不可】準備室①,【不】準備室①,ｼﾞｭﾝﾋﾞｼﾂｲﾁ,,,,その他,,,,,,,,既存,,,,,,,,,001012009010000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,208370,【不】準備室①,4 ,20837060,2016/9/1,9999/12/31,【使用不可】準備室①,【不】準備室①,ｼﾞｭﾝﾋﾞｼﾂｲﾁ,,,,その他,,,,,,,,既存,,,,,,,,,001012009010001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,3 ,本　部,05,【不】東京南支部,2 ,2097,2014/10/1,9999/12/31,【使用不可】東京南支部看護事業部,【不】東京南看護事業,ﾄｳｷｮｳﾐﾅﾐｶﾝｺﾞｼﾞｷﾞｮｳﾌﾞ,,,,直接部門,,,,,,,,既存,,,,,,,,,001012011000000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,2097,【不】東京南看護事業,3 ,209710,2014/10/1,9999/12/31,【使用不可】東京南看護統括課,【不】東京南看護統括,ﾄｳｷｮｳﾐﾅﾐｶﾝｺﾞﾄｳｶﾂｶ,,,,間接部門,,,,,,,,既存,,,,,,,,,001012011001000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,209710,【不】東京南看護統括,4 ,20971010,2014/10/1,9999/12/31,【使用不可】東京南看護統括課,【不】東京南看護統括,ﾄｳｷｮｳﾐﾅﾐｶﾝｺﾞﾄｳｶﾂｶ,,,,間接部門,,,,,,,,既存,,,,,,,,,001012011001001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,2097,【不】東京南看護事業,3 ,073505,2016/1/1,9999/12/31,【使用不可】ｼｮｰﾄｽﾃｲ統括課,【不】SS統括課,ｼｮｰﾄｽﾃｲﾄｳｶﾂｶ,,,,間接部門,,,,,,,,既存,,,,,,,,,001012011008000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,073505,【不】SS統括課,4 ,07350510,2016/1/1,9999/12/31,【使用不可】ｼｮｰﾄｽﾃｲ統括課,【不】SS統括課,ｼｮｰﾄｽﾃｲﾄｳｶﾂｶ,,,,間接部門,,,,,,,,既存,,,,,,,,,001012011008001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,2097,【不】東京南看護事業,3 ,209130,2016/6/1,9999/12/31,【使用不可】目黒入浴課,【不】目黒入浴課,ﾒｸﾞﾛﾆｭｳﾖｸｶ,,,,その他,,,,,,,,既存,,,,,,,,,001012011010000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,209130,【不】目黒入浴課,4 ,20108050,2016/6/1,9999/12/31,【使用不可】目黒入浴事業所,【不】目黒入浴事業所,ﾒｸﾞﾛﾆｭｳﾖｸｼﾞｷﾞｮｳｼｮ,,,,直接部門,,,,,,,,既存,,,,,,,,,001012011010001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,3 ,本　部,05,【不】東京南支部,2 ,2004,2016/6/1,9999/12/31,【使用不可】東京南支部統括部,【不】東京南支部統括,ﾄｳｷｮｳﾐﾅﾐｼﾌﾞﾄｳｶﾂﾌﾞ,,,,その他,,,,,,,,既存,,,,,,,,,001012013000000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,2004,【不】東京南支部統括,3 ,200410,2016/6/1,9999/12/31,【使用不可】東京南支部統括課,【不】東京南支部統括,ﾄｳｷｮｳﾐﾅﾐｼﾌﾞﾄｳｶﾂｶ,,,,その他,,,,,,,,既存,,,,,,,,,001012013001000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,200410,【不】東京南支部統括,4 ,20041010,2016/6/1,9999/12/31,【使用不可】東京南支部統括課,【不】東京南支部統括,ﾄｳｷｮｳﾐﾅﾐｼﾌﾞﾄｳｶﾂｶ,,,,その他,,,,,,,,既存,,,,,,,,,001012013001001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,3 ,本　部,05,【不】東京南支部,2 ,2052,2016/7/1,9999/12/31,【使用不可】東京南支部訪問定巡事業部,【不】東京南訪問定巡,ﾄｳｷｮｳﾐﾅﾐｼﾌﾞﾎｳﾓﾝﾃｲｼﾞｭﾝｼﾞｷﾞｮｳﾌﾞ,,,,その他,,,,,,,,既存,,,,,,,,,001012014000000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,2052,【不】東京南訪問定巡,3 ,205210,2023/7/1,9999/12/31,【使用不可】笹塚訪問定巡拠点,【不】笹塚訪問定巡拠,ｻｻﾂﾞｶﾃｲｼﾞｭﾝｼﾞｷﾞｮｳｼｮ,,,,その他,,,,,,,,既存,,,,,,,,,001012014005000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,205210,【不】笹塚訪問定巡拠,4 ,20102055,2023/7/1,9999/12/31,【使用不可】笹塚定期巡回部門,【不】笹塚定期巡回,ｻｻﾂﾞｶﾃｲｷｼﾞｭﾝｶｲﾌﾞﾓﾝ,,,,直接部門,,,,,,,,既存,,,,,,,,,001012014005001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,205210,【不】笹塚訪問定巡拠,4 ,20152040,2023/7/1,9999/12/31,【使用不可】世田谷訪問介護部門,【不】世田谷訪問介護,ｾﾀｶﾞﾔｼﾞｭﾝｶｲｸﾞﾙｰﾌﾟ,,,,直接部門,,,,,,,,既存,,,,,,,,,001012014005002000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,205210,【不】笹塚訪問定巡拠,4 ,20152041,2023/7/1,9999/12/31,【使用不可】旧目黒訪問介護部門,【不】旧目黒訪問介護,ｷｭｳﾒｸﾞﾛｼﾞｭﾝｶｲｸﾞﾙｰﾌﾟ,,,,直接部門,,,,,,,,既存,,,,,,,,,001012014005003000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,2 ,本社／支社,0000000000,全社,1 ,06,2018/5/1,9999/12/31,関東信越支社,関東信越支社,ｶﾝﾄｳｼﾝｴﾂｼｼｬ,,,,その他,,,,,,,,既存,,,,,,,,,001013000000000000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,2 ,本社／支社,0000000000,全社,1 ,08,2018/5/1,9999/12/31,関西名古屋支社,関西名古屋支社,ｶﾝｻｲﾅｺﾞﾔｼｼｬ,,,,その他,,,,,,,,既存,,,,,,,,,001014000000000000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,2 ,本社／支社,0000000000,全社,1 ,09,2014/10/1,9999/12/31,ﾃﾞｼﾞﾀﾙﾏｰｹﾃｨﾝｸﾞｻｰﾋﾞｽﾗｲﾝ,ﾃﾞｼﾞﾀﾙﾏｰｹﾃｨﾝｸﾞﾗｲﾝ,ﾃﾞｼﾞﾀﾙﾏｰｹﾃｨﾝｸﾞｻｰﾋﾞｽﾗｲﾝ,,,,その他,,,,03-5433-5519,03-5433-5527,,,既存,,,,,,,,,001015000000000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,3 ,本　部,09,ﾃﾞｼﾞﾀﾙﾏｰｹﾃｨﾝｸﾞﾗｲﾝ,2 ,2014,2014/10/1,9999/12/31,コンサルティング2部,コンサルティング2部,ｺﾝｻﾙﾃｨﾝｸﾞﾆﾌﾞ,,,,その他,,,,,,,,既存,,,,,,,,,001015003000000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,2014,コンサルティング2部,3 ,201220,2014/10/1,9999/12/31,コンサルティング2課,コンサルティング2課,ｺﾝｻﾙﾃｨﾝｸﾞﾆｶ,,,,その他,,,,03-5433-5519,03-5433-5527,,,既存,,,,,,,,,001015003001000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,201220,コンサルティング2課,4 ,07201020,2014/10/1,9999/12/31,コンサルティング2課,コンサルティング2課,ｺﾝｻﾙﾃｨﾝｸﾞﾆｶ,,,,間接部門,,,,03-5433-5519,03-5433-5527,,,既存,,,,,,,,,001015003001001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,2014,コンサルティング2部,3 ,201221,2016/1/1,9999/12/31,【使用不可】推進2課,【不】推進2課,ｽｲｼﾝﾆｶ,,,,間接部門,,,,,,,,既存,,,,,,,,,001015003002000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,201221,【不】推進2課,4 ,07201055,2016/1/1,9999/12/31,【使用不可】推進2課,【不】推進2課,ｽｲｼﾝﾆｶ,,,,間接部門,,,,,,,,既存,,,,,,,,,001015003002001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,3 ,本　部,09,ﾃﾞｼﾞﾀﾙﾏｰｹﾃｨﾝｸﾞﾗｲﾝ,2 ,2021,2014/10/1,9999/12/31,【使用不可】コンサルティング3部,【不】コンサル3部,ｺﾝｻﾙﾃｨﾝｸﾞｻﾝﾌﾞ,,,,その他,,,,,,,,既存,,,,,,,,,001015004000000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,2021,【不】コンサル3部,3 ,202120,2014/10/1,9999/12/31,【使用不可】コンサルティング3課,【不】コンサル3課,ｺﾝｻﾙﾃｨﾝｸﾞｻﾝｶ,,,,その他,,,,,,,,既存,,,,,,,,,001015004001000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,202120,【不】コンサル3課,4 ,07201060,2014/10/1,9999/12/31,【使用不可】コンサルティング3課,【不】コンサル3課,ｺﾝｻﾙﾃｨﾝｸﾞｻﾝｶ,,,,間接部門,,,,,,,,既存,,,,,,,,,001015004001001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,2021,【不】コンサル3部,3 ,202121,2016/1/1,9999/12/31,【使用不可】推進3課,【不】推進3課,ｽｲｼﾝｻﾝｶ,,,,その他,,,,,,,,既存,,,,,,,,,001015004002000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,202121,【不】推進3課,4 ,07201065,2016/1/1,9999/12/31,【使用不可】推進3課,【不】推進3課,ｽｲｼﾝｻﾝｶ,,,,間接部門,,,,,,,,既存,,,,,,,,,001015004002001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,2021,【不】コンサル3部,3 ,201230,2018/1/1,9999/12/31,【使用不可】沖縄ｲﾝﾌｫﾒｰｼｮﾝｾﾝﾀｰ,【不】沖縄IC,ｵｷﾅﾜｲﾝﾌｫﾒｰｼｮﾝｾﾝﾀｰ,,,,その他,,,,03-5433-5519,03-5433-5527,,,既存,,,,,,,,,001015004003000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,201230,【不】沖縄IC,4 ,07201025,2018/1/1,9999/12/31,【使用不可】沖縄ｲﾝﾌｫﾒｰｼｮﾝｾﾝﾀｰ,【不】沖縄IC,ｵｷﾅﾜｲﾝﾌｫﾒｰｼｮﾝｾﾝﾀｰ,,,,間接部門,,,,03-5433-5519,03-5433-5527,,,既存,,,,,,,,,001015004003001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,3 ,本　部,09,ﾃﾞｼﾞﾀﾙﾏｰｹﾃｨﾝｸﾞﾗｲﾝ,2 ,2029,2014/10/1,9999/12/31,【使用不可】SV4部,【不】SV4部,ｴｽﾌﾞｲﾖﾝﾌﾞ,,,,その他,,,,,,,,既存,,,,,,,,,001015005000000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,2029,【不】SV4部,3 ,202910,2014/10/1,9999/12/31,【使用不可】SV4課,【不】SV4課,ｴｽﾌﾞｲﾖﾝｶ,,,,間接部門,,,,,,,,既存,,,,,,,,,001015005001000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,202910,【不】SV4課,4 ,07201070,2014/10/1,9999/12/31,【使用不可】SV4課,【不】SV4課,ｴｽﾌﾞｲﾖﾝｶ,,,,間接部門,,,,,,,,既存,,,,,,,,,001015005001001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,2029,【不】SV4部,3 ,202911,2016/1/1,9999/12/31,【使用不可】推進4課,【不】推進4課,ｽｲｼﾝﾖﾝｶ,,,,間接部門,,,,,,,,既存,,,,,,,,,001015005002000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,202911,【不】推進4課,4 ,07201075,2016/1/1,9999/12/31,【使用不可】推進4課,【不】推進4課,ｽｲｼﾝﾖﾝｶ,,,,間接部門,,,,,,,,既存,,,,,,,,,001015005002001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,3 ,本　部,09,ﾃﾞｼﾞﾀﾙﾏｰｹﾃｨﾝｸﾞﾗｲﾝ,2 ,2032,2014/10/1,9999/12/31,ソリューション事業部,ソリューション事業部,ｿﾘｭｰｼｮﾝｼﾞｷﾞｮｳﾌﾞ,,,,間接部門,,,,03-5433-5519,03-5433-5527,,,既存,,,,,,,,,001015006000000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,2032,ソリューション事業部,3 ,203210,2014/10/1,9999/12/31,ソリューション事業部,ソリューション事業部,ｿﾘｭｰｼｮﾝｼﾞｷﾞｮｳﾌﾞ,,,,間接部門,,,,03-5433-5519,03-5433-5527,,,既存,,,,,,,,,001015006001000000000000000000,部門
